ID,glc__D_e,xyl__D_e,succ_e,ala__L_e,arg__L_e,asn__L_e,asp__L_e,cys__L_e,glu__L_e,gln__L_e,gly_e,his__L_e,ile__L_e,leu__L_e,lys__L_e,met__L_e,phe__L_e,pro__L_e,ser__L_e,thr__L_e,trp__L_e,tyr__L_e,val__L_e,ade_e,gua_e,csn_e,ura_e,thymd_e
140,0,53.28715114,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
141,0,53.28715114,0,0,0,0,0,0.1,0.55,0.615,0.8,0.2,0,0,0.5,0.2,0,0,10,0.4,0,0,0,0,0,0,0,0
142,0,53.28715114,0,0,0,0,0,0.1,0.55,0.615,0.8,0,0,0,0,0.2,0,0,10,0.4,0,0,0,0,0,0,0,0
143,0,53.28715114,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0,0,0,0,0,0.4,10,0.4,0,0,0,0,0,0,0,0
144,0,53.28715114,0,0,0,0,0,0,0.55,0.615,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0,0,0,0,0
145,0,53.28715114,0,0.8,0,0.4,0.4,0,0,0,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0,0,0,0,0
146,0,53.28715114,0,0.8,0,0.4,0.4,0,0.55,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,53.28715114,0,0,0,0,0,0,0.55,0.615,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0.2,0.2,0.2,0.2,0.2
148,0,53.28715114,0,0.8,0,0.4,0.4,0,0,0,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0.2,0.2,0.2,0.2,0.2
149,0,53.28715114,0,0.8,0,0.4,0.4,0,0.55,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2
150,0,53.28715114,0,0.8,0,0.4,0.4,0,0,0,0.8,0.2,0,0,0.5,0,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
151,0,53.28715114,0,0.8,0,0.4,0.4,0.1,0,0,0.8,0.2,0,0,0.5,0.2,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
152,0,53.28715114,0,0.8,5.2,0.4,0.4,0,0,0,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
153,0,53.28715114,0,0.8,0,0.4,0.4,0,0.55,0.615,0,0.2,0,0,0.5,0,0.4,0,0,0,0.1,0.2,0,0,0,0,0,0
154,0,53.28715114,0,0.8,0,0.4,0.4,0.1,0.55,0.615,0,0.2,0,0,0.5,0.2,0.4,0,0,0,0.1,0.2,0,0,0,0,0,0
155,0,53.28715114,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0,0,0.4,0.8,0,0,0,0.4,0,0,0,0,0.6,0,0,0,0,0
156,0,0,49.36747917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0.2,0.2,0.2
158,0,0,49.36747917,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,49.36747917,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,49.36747917,0,5.2,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.4,0,0,0,0,0,0,0,0,0,0
161,0,0,49.36747917,0,5.2,0,0,0.1,0,0,0,0.2,0.4,0.8,0.5,0.2,0,0.4,0,0,0,0,0.6,0,0,0,0,0
162,0,0,49.36747917,0,5.2,0,0,0.1,0,0,0,0.2,0.4,0.8,0.5,0.2,0.4,0.4,0,0,0.1,0.2,0.6,0,0,0,0,0
163,0,0,49.36747917,0,5.2,0,0,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
164,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0,0,0
165,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0.2,0.2,0.2
166,0,0,49.36747917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0
167,0,0,49.36747917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2
168,0,0,49.36747917,0.8,0,0.4,0.4,0,0.55,0.615,0.8,0,0,0,0,0,0.4,0,10,0.4,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
169,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0,0,0,0,0.2,0.4,0.4,10,0.4,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
170,0,0,49.36747917,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0,0,0,0,0,0.4,10,0.4,0,0,0,0,0,0,0,0
171,0,0,49.36747917,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
172,0,0,49.36747917,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
173,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
174,0,0,49.36747917,0,5.2,0,0,0.1,0.55,0.615,0,0.2,0.4,0.8,0.5,0.2,0.4,0.4,0,0,0.1,0.2,0.6,0,0,0,0,0
175,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
176,0,0,49.36747917,0.8,0,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0,0,0,0.2,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
177,0,0,49.36747917,0.8,5.2,0.4,0.4,0,0.55,0.615,0,0,0.4,0.8,0.5,0,0,0.4,0,0,0,0,0.6,0,0,0,0,0
178,0,0,49.36747917,0.8,0,0.4,0.4,0.1,0.55,0.615,0,0.2,0,0,0,0.2,0.4,0,0,0,0.1,0.2,0,0,0,0,0,0
179,0,0,49.36747917,0.8,5.2,0.4,0.4,0,0,0,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
180,0,0,49.36747917,0.8,0,0.4,0.4,0.1,0,0,0.8,0.2,0,0,0,0.2,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
181,0,0,49.36747917,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
182,0,0,49.36747917,0,0,0,0,0.1,0.55,0.615,0.8,0.2,0,0,0,0.2,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
183,0,0,49.36747917,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,49.36747917,0,5.2,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0
185,0,0,49.36747917,0,5.2,0,0,0.1,0,0,0,0.2,0,0,0.5,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0
186,0,0,49.36747917,0,5.2,0,0,0.1,0.55,0.615,0,0.2,0,0,0.5,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0
187,0,0,49.36747917,0,5.2,0,0,0.1,0.55,0.615,0,0.2,0.4,0.8,0.5,0.2,0,0.4,0,0,0,0,0.6,0,0,0,0,0
188,0,0,49.36747917,0,5.2,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
189,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
190,0,0,49.36747917,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0.4,0,0,0,0.1,0.2,0,0,0,0,0,0
191,0,0,49.36747917,0,0,0,0,0.1,0,0,0,0.2,0.4,0.8,0.5,0.2,0.4,0,0,0,0.1,0.2,0.6,0,0,0,0,0
192,0,0,49.36747917,0,5.2,0,0,0.1,0.55,0.615,0,0.2,0,0,0.5,0.2,0,0.4,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2
193,0,0,49.36747917,0,0,0,0,0.1,0,0,0,0.2,0.4,0.8,0.5,0.2,0.4,0,0,0,0.1,0.2,0.6,0.2,0.2,0.2,0.2,0.2
194,0,0,49.36747917,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2
195,0,0,49.36747917,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0.4,0,0,0,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
196,0,0,49.36747917,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0,0.2,0.4,0.8,0.5,0.2,0.4,0.4,0,0,0.1,0.2,0.6,0,0,0,0,0
197,0,0,49.36747917,0,5.2,0,0,0.1,0,0,0.8,0,0.4,0.8,0,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
198,0,0,49.36747917,0,0,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0,10,0.4,0.1,0.2,0.6,0,0,0,0,0
199,0,0,49.36747917,0,5.2,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
200,0,0,49.36747917,0,0,0,0,0.1,0.55,0.615,0.8,0.2,0,0,0.5,0.2,0.4,0,10,0.4,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
201,0,0,49.36747917,0.8,0,0.4,0.4,0,0.55,0.615,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0,0,0,0,0
202,0,0,49.36747917,0.8,0,0.4,0.4,0,0.55,0.615,0.8,0,0,0,0,0,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
203,0,0,49.36747917,0.8,0,0.4,0.4,0,0.55,0.615,0.8,0.2,0,0,0.5,0,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
204,0,0,49.36747917,0.8,0,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0,0,0.5,0.2,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
205,0,0,49.36747917,0.8,0,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0,10,0.4,0.1,0.2,0.6,0,0,0,0,0
206,0,0,49.36747917,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
207,0,0,49.36747917,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
208,0,0,49.36747917,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
209,0,0,49.36747917,0,0,0,0,0.1,0.55,0.615,0.8,0.2,0,0,0.5,0.2,0,0,10,0.4,0,0,0,0,0,0,0,0
210,0,0,49.36747917,0,0,0,0,0.1,0.55,0.615,0.8,0,0,0,0,0.2,0,0,10,0.4,0,0,0,0,0,0,0,0
211,0,0,49.36747917,0,5.2,0,0,0,0.55,0.615,0.8,0,0,0,0,0,0,0.4,10,0.4,0,0,0,0,0,0,0,0
212,0,0,49.36747917,0,0,0,0,0,0.55,0.615,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0,0,0,0,0
213,0,0,49.36747917,0.8,0,0.4,0.4,0,0,0,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0,0,0,0,0
214,0,0,49.36747917,0.8,0,0.4,0.4,0,0.55,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,49.36747917,0,0,0,0,0,0.55,0.615,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0.2,0.2,0.2,0.2,0.2
216,0,0,49.36747917,0.8,0,0.4,0.4,0,0,0,0.8,0,0,0,0,0,0,0,10,0.4,0,0,0,0.2,0.2,0.2,0.2,0.2
217,0,0,49.36747917,0.8,0,0.4,0.4,0,0.55,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2
218,0,0,49.36747917,0.8,0,0.4,0.4,0,0,0,0.8,0.2,0,0,0.5,0,0.4,0,10,0.4,0.1,0.2,0,0,0,0,0,0
219,0,0,49.36747917,0.8,5.2,0.4,0.4,0,0,0,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
220,0,0,49.36747917,0.8,0,0.4,0.4,0,0.55,0.615,0,0.2,0,0,0.5,0,0.4,0,0,0,0.1,0.2,0,0,0,0,0,0
221,0,0,49.36747917,0.8,0,0.4,0.4,0.1,0.55,0.615,0,0.2,0,0,0.5,0.2,0.4,0,0,0,0.1,0.2,0,0,0,0,0,0
222,0,0,49.36747917,0.8,5.2,0.4,0.4,0,0.55,0.615,0,0,0.4,0.8,0,0,0,0.4,0,0,0,0,0.6,0,0,0,0,0
223,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0,0,0,0,0,0.4,10,0.4,0,0,0,0,0,0,0,0
224,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
225,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
226,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
227,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
228,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
229,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0,0.2,0.4,0.8,0.5,0.2,0.4,0.4,0,0,0.1,0.2,0.6,0,0,0,0,0
230,0,0,0,0,5.2,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
231,0,0,0,0.8,5.2,0.4,0.4,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
232,0,0,0,0,5.2,0,0,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
233,0,0,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
234,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0,0,0
235,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0,0,0
236,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0,0,0
237,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0,0,0
238,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0,0,0
239,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0,0.2,0.4,0.8,0.5,0.2,0.4,0.4,0,0,0.1,0.2,0.6,0.2,0.2,0,0,0
240,0,0,0,0,5.2,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0,0,0
241,0,0,0,0.8,5.2,0.4,0.4,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0,0,0
242,0,0,0,0,5.2,0,0,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0,0,0
243,0,0,0,0.8,0,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0,0,0,0.2,0.4,0,10,0.4,0.1,0.2,0,0.2,0.2,0,0,0
244,0,0,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0,0,0
245,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0,0,0.2,0.2,0.2
246,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0.2,0.2,0.2
247,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0.2,0.2,0.2
248,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0.2,0.2,0.2
249,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0.2,0.2,0.2
250,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0,0.2,0.4,0.8,0.5,0.2,0.4,0.4,0,0,0.1,0.2,0.6,0,0,0.2,0.2,0.2
251,0,0,0,0,5.2,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0.2,0.2,0.2
252,0,0,0,0.8,5.2,0.4,0.4,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0.2,0.2,0.2
253,0,0,0,0,5.2,0,0,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0.2,0.2,0.2
254,0,0,0,0.8,0,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0,0,0,0.2,0.4,0,10,0.4,0.1,0.2,0,0,0,0.2,0.2,0.2
255,0,0,0,0.8,5.2,0.4,0.4,0,0,0,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0.2,0.2,0.2
256,0,0,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0,0,0.2,0.2,0.2
257,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0,0,0,0,0,0.4,10,0.4,0,0,0,0.2,0.2,0.2,0.2,0.2
258,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
259,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
260,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
261,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
262,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0,0.2,0.4,0.8,0.5,0.2,0.4,0.4,0,0,0.1,0.2,0.6,0.2,0.2,0.2,0.2,0.2
263,0,0,0,0,5.2,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0.2,0.2,0.2
264,0,0,0,0.8,5.2,0.4,0.4,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0.2,0.2,0.2
265,0,0,0,0,5.2,0,0,0.1,0,0,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0.2,0.2,0.2
266,0,0,0,0.8,5.2,0.4,0.4,0,0.55,0.615,0,0,0.4,0.8,0.5,0,0,0.4,0,0,0,0,0.6,0.2,0.2,0.2,0.2,0.2
267,0,0,0,0.8,0,0.4,0.4,0.1,0.55,0.615,0,0.2,0,0,0,0.2,0.4,0,0,0,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
268,0,0,0,0.8,5.2,0.4,0.4,0,0,0,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
269,0,0,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0.5,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
270,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0.4,10,0.4,0.1,0.2,0.6,0.2,0.2,0.2,0.2,0.2
271,0,0,0,0.8,5.2,0.4,0.4,0.1,0.55,0.615,0.8,0,0,0,0,0.2,0.4,0.4,10,0.4,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
272,0,0,0,0,5.2,0,0,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
273,0,0,0,0,5.2,0,0,0.1,0,0,0.8,0,0.4,0.8,0,0.2,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
274,0,0,0,0,0,0,0,0.1,0.55,0.615,0.8,0.2,0,0,0.5,0.2,0.4,0,10,0.4,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
275,0,0,0,0.8,0,0.4,0.4,0.1,0.55,0.615,0.8,0.2,0.4,0.8,0.5,0.2,0.4,0,10,0.4,0.1,0.2,0.6,0,0,0,0,0
276,0,0,0,0.8,0,0.4,0.4,0,0.55,0.615,0.8,0,0,0,0,0,0.4,0,10,0.4,0.1,0.2,0,0.2,0.2,0.2,0.2,0.2
277,0,0,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0,0,0,0,0
278,0,0,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0.4,0.4,10,0.4,0.1,0.2,0.6,0,0,0,0,0
279,0,0,0,0,5.2,0,0,0,0.55,0.615,0.8,0,0.4,0.8,0,0,0,0.4,10,0.4,0,0,0.6,0.2,0.2,0.2,0.2,0.2
280,0,0,0,0,0,0,0,0.1,0.55,0.615,0.8,0.2,0,0,0.5,0.2,0,0,10,0.4,0,0,0,0,0,0,0,0